id,acousticness,danceability,energy,explicit,instrumentalness,key,liveness,loudness,mode,release_date,speechiness,tempo,valence,year,duration-min,popularity
10240,0.946,0.536,0.269,No,0.883,2,0.467,-22.126,Minor,01-01-1952,0.171,114.253,0.964,1952,1,very low
12723,0.864,0.396,0.158,No,6.68E-06,1,0.114,-17.289,Major,01-01-1971,0.0299,124.317,0.104,1971,4.2,low
8747,0.132,0.638,0.504,No,9.10E-05,3,0.0628,-5.641,Minor,01-01-2002,0.0242,139.99,0.504,2002,4.6,low
11691,0.00267,0.567,0.946,No,0,2,0.0567,-3.973,Minor,23-07-2010,0.0935,94.985,0.699,2010,4.1,high
7055,0.0165,0.593,0.783,No,7.26E-05,10,0.167,-4.716,Major,01-01-1976,0.0358,141.345,0.646,1976,3.7,high
11443,0.542,0.56,0.377,No,0.801,7,0.595,-17.059,Major,01-01-1972,0.0414,94.911,0.861,1972,3.1,low
4060,0.0563,0.596,0.834,No,0,9,0.0866,-4.308,Major,13-05-2016,0.0474,116,0.618,2016,3.4,high
5878,0.28,0.524,0.2,No,0.0845,0,0.687,-18.199,Major,01-01-1970,0.0391,126.048,0.609,1970,5.1,low
2951,0.995,0.319,0.00217,No,0.937,10,0.0791,-36.905,Major,01-01-1928,0.0412,78.505,0.229,1928,2,very low
49,0.214,0.466,0.768,No,0,0,0.0792,-7.267,Major,20-09-2005,0.106,168.446,0.943,2005,3.3,high
4950,0.137,0.687,0.673,No,3.27E-05,7,0.347,-6.839,Minor,01-01-1997,0.0395,140.097,0.707,1997,4.5,average
5202,0.0841,0.588,0.641,No,0.000663,5,0.303,-12.205,Major,01-01-1980,0.0312,119.374,0.548,1980,5.6,average
10423,0.695,0.498,0.206,No,0.00174,9,0.103,-12.983,Major,01-09-1968,0.0301,101.157,0.342,1968,2.6,very low
5866,0.182,0.341,0.527,No,5.55E-06,5,0.335,-7.04,Major,20-11-2007,0.0264,162.79,0.141,2007,3.2,average
7118,0.967,0.485,0.352,No,0.00081,2,0.196,-11.855,Major,01-01-1962,0.0321,110.798,0.509,1962,2.5,low
14603,0.0617,0.401,0.893,No,0.0391,9,0.164,-11.171,Major,22-10-1969,0.437,87.979,0.406,1969,5.6,average
4953,0.796,0.602,0.524,No,3.94E-06,10,0.0922,-11.513,Minor,01-01-1966,0.0907,111.388,0.718,1966,2.8,low
14898,0.238,0.461,0.499,No,0,11,0.135,-10.443,Minor,01-01-1975,0.0316,137.687,0.387,1975,3.5,high
9562,0.766,0.78,0.549,No,0.0192,3,0.295,-7.689,Major,01-01-2008,0.39,77.06,0.568,2008,1.7,very low
11073,0.139,0.54,0.937,No,0.473,7,0.204,-10.339,Major,07-05-1975,0.0405,177.409,0.877,1975,3,low
11,0.0392,0.144,0.471,No,0.445,6,0.991,-11.217,Minor,20-06-1985,0.0334,88.249,0.15,1985,5.8,low
728,0.924,0.236,0.208,No,0.947,0,0.116,-14.993,Minor,01-01-1994,0.0339,187.164,0.462,1994,3.7,average
2843,0.729,0.735,0.562,No,0,9,0.0898,-6.654,Major,01-01-1938,0.0312,110.345,0.851,1938,2.7,very low
7304,0.25,0.777,0.207,Yes,7.09E-05,0,0.181,-17.728,Major,01-01-1945,0.946,65.531,0.567,1945,2,very low
1147,0.149,0.584,0.802,No,0,2,0.0683,-8.03,Major,01-01-2007,0.0784,114.172,0.835,2007,2.2,average
10321,0.0195,0.441,0.882,No,0.00684,7,0.15,-7.363,Major,02-11-1999,0.044,83.371,0.418,1999,2.5,average
8558,0.974,0.394,0.291,No,8.28E-05,5,0.197,-14.471,Major,01-01-1952,0.07,87.432,0.296,1952,8.1,very low
14874,0.958,0.363,0.107,No,3.87E-05,9,0.118,-16.59,Minor,04-02-1977,0.0386,91.573,0.125,1977,4.5,low
14663,0.286,0.504,0.76,Yes,0,4,0.151,-4.246,Major,16-10-2020,0.0426,183.933,0.64,2020,3.2,very high
15667,0.369,0.662,0.344,No,0.000109,9,0.0589,-13.93,Minor,30-11-1982,0.0487,146.016,0.436,1982,5,average
15070,0.692,0.354,0.375,No,0.000182,4,0.0713,-9.476,Minor,01-01-1966,0.0357,169.758,0.613,1966,2.5,average
1823,0.00255,0.438,0.805,No,5.69E-05,8,0.0842,-6.237,Major,25-10-1968,0.0624,113.253,0.564,1968,4,high
2827,0.901,0.512,0.154,No,8.59E-06,3,0.113,-17.393,Major,01-01-1982,0.0461,107.376,0.42,1982,2.8,average
11065,0.209,0.301,0.521,No,0.00144,2,0.904,-13.668,Major,26-11-1985,0.0367,121.121,0.488,1985,5.3,low
380,0.0011,0.761,0.541,No,5.20E-05,4,0.122,-7.064,Minor,19-10-1979,0.0503,116.802,0.428,1979,3.6,low
11067,0.0627,0.334,0.957,No,0.615,9,0.291,-8.351,Major,01-12-1977,0.0491,143.395,0.626,1977,3.4,low
1648,0.986,0.622,0.34,No,0,5,0.227,-10.968,Major,01-01-1942,0.876,75.552,0.69,1942,1.6,very low
8234,0.259,0.684,0.487,No,0,9,0.143,-5.33,Major,28-08-1997,0.0245,95.778,0.518,1997,3,average
15675,0.735,0.575,0.434,No,6.59E-05,5,0.105,-8.193,Major,11-12-2020,0.0312,145.916,0.348,2020,3.8,very high
10047,0.0553,0.504,0.69,No,0.0365,5,0.255,-10.309,Minor,01-01-1985,0.0849,109.038,0.577,1985,7.3,low
12021,0.000168,0.51,0.844,No,0.000449,11,0.137,-6.444,Major,27-05-1997,0.0567,104.966,0.432,1997,3.3,average
10421,0.81,0.354,0.181,No,5.78E-05,5,0.136,-13.017,Minor,01-10-1972,0.0485,60.99,0.264,1972,2.4,low
10313,0.116,0.501,0.403,Yes,1.03E-05,7,0.124,-9.611,Major,28-08-2015,0.0747,132.608,0.27,2015,4.3,high
5053,0.0291,0.572,0.685,No,0,6,0.0963,-7.29,Major,26-01-2018,0.0356,110.698,0.232,2018,5.6,high
3741,0.985,0.412,0.0852,No,8.06E-05,7,0.546,-21.719,Major,01-01-1955,0.062,97.95,0.255,1955,3.6,very low
13421,0.129,0.456,0.342,No,0,11,0.124,-8.162,Minor,30-08-2013,0.0283,84.087,0.224,2013,4.2,high
513,0.75,0.732,0.303,No,0.828,4,0.141,-13.575,Major,21-04-2018,0.057,82.555,0.601,2018,2.9,high
4480,0.607,0.699,0.0943,Yes,0,7,0.495,-18.635,Major,01-01-1940,0.95,102.22,0.698,1940,1.7,very low
6936,0.0958,0.572,0.787,No,0,0,0.088,-6.886,Major,22-01-2021,0.0776,154.024,0.289,2021,4.1,very low
2356,2.25E-05,0.294,0.935,No,0.811,2,0.333,-7.676,Major,19-06-2020,0.0956,109.117,0.355,2020,4.3,very low
15205,0.933,0.228,0.343,No,0.92,0,0.137,-11.604,Major,01-01-1935,0.0319,96.964,0.332,1935,9,very low
11395,0.829,0.235,0.218,No,4.66E-06,5,0.121,-12.456,Major,01-01-1964,0.0289,80.992,0.106,1964,3.3,very low
694,0.954,0.341,0.253,No,0.325,1,0.111,-16.501,Major,01-12-1952,0.0422,114.18,0.387,1952,3,very low
9829,0.922,0.373,0.0106,No,0.959,7,0.102,-27.67,Major,29-01-1958,0.0911,188.895,0.164,1958,2.1,low
5670,0.048,0.829,0.398,No,0.00499,1,0.0798,-16.918,Major,13-11-1942,0.0517,124.878,0.44,1942,2.8,very low
3320,0.148,0.472,0.9,No,0.000297,8,0.34,-6.406,Minor,10-02-1978,0.0582,95.826,0.42,1978,3.6,high
13759,0.925,0.222,0.112,No,0.00101,5,0.152,-17.122,Major,01-01-1960,0.0388,176.911,0.178,1960,3.8,low
2063,0.0985,0.677,0.435,No,0.721,7,0.111,-11.024,Minor,24-11-2008,0.033,95.991,0.0729,2008,4.4,high
3175,0.756,0.296,0.243,No,0,7,0.0691,-15.384,Minor,16-08-1975,0.0325,127.657,0.179,1975,4.6,low
1072,0.498,0.502,0.355,No,0.000812,7,0.155,-12.996,Major,07-05-1975,0.03,88.999,0.35,1975,3.6,low
798,0.00716,0.612,0.749,No,0,9,0.393,-9.209,Minor,01-01-2004,0.0345,116.791,0.969,2004,6.6,average
11971,0.993,0.182,0.063,No,0.769,2,0.0648,-22.89,Major,04-05-1998,0.042,90.219,0.174,1998,3.3,average
13810,0.981,0.34,0.0367,No,0.000304,2,0.121,-16.663,Major,01-01-1948,0.029,91.627,0.277,1948,2.5,very low
7608,0.994,0.504,0.373,No,0.882,7,0.0801,-10.175,Major,01-01-1940,0.0456,114.78,0.779,1940,3.1,very low
11482,0.0964,0.679,0.592,No,0.0138,9,0.16,-5.963,Major,13-11-2000,0.0402,113.265,0.55,2000,3,average
7796,0.897,0.283,0.225,No,0.0391,9,0.147,-12.012,Major,01-01-1963,0.0333,76.556,0.281,1963,2.6,very low
289,0.255,0.66,0.358,No,0,5,0.0999,-11.184,Minor,01-01-1998,0.0287,166.904,0.625,1998,4.2,average
786,0.134,0.702,0.578,No,8.15E-06,7,0.0941,-7.901,Major,01-01-2010,0.0316,123.045,0.646,2010,3.8,very low
14122,0.59,0.415,0.175,No,0,9,0.198,-15.999,Major,17-05-1984,0.0275,130.616,0.266,1984,4.6,average
15982,0.978,0.302,0.405,No,0.927,4,0.124,-16.077,Minor,01-01-2007,0.0388,110.259,0.213,2007,3.4,average
14443,0.0283,0.687,0.71,No,3.71E-06,9,0.0689,-5.84,Major,01-01-2008,0.0522,79.235,0.886,2008,3.6,high
1391,0.000619,0.447,0.895,No,1.89E-05,4,0.166,-1.831,Major,23-04-1976,0.0343,134.461,0.904,1976,2.4,low
8561,0.896,0.507,0.225,No,2.04E-05,10,0.33,-13.477,Major,01-01-1987,0.0278,89.203,0.424,1987,3.1,low
12738,0.0785,0.512,0.894,No,1.32E-06,2,0.184,-9.044,Major,31-03-1976,0.0576,96.138,0.75,1976,4.7,low
8800,0.0167,0.45,0.857,No,0,6,0.202,-2.35,Major,03-06-2015,0.0398,139.064,0.755,2015,3.5,high
9253,0.922,0.52,0.119,No,0,0,0.0883,-12.148,Major,24-12-2017,0.0407,69.217,0.355,2017,3.4,high
10248,0.272,0.666,0.39,No,9.39E-06,5,0.111,-8.575,Major,02-03-2017,0.0838,113.866,0.325,2017,3.5,high
9298,0.00358,0.501,0.633,No,0,5,0.351,-6.56,Major,21-10-2020,0.0466,165.029,0.463,2020,2.3,high
833,0.31,0.323,0.666,No,0,4,0.163,-5.925,Major,01-01-1970,0.0335,176.455,0.734,1970,2.4,average
6856,0.0843,0.64,0.7,No,0,1,0.222,-4.912,Major,14-12-2018,0.0297,168.012,0.737,2018,3.5,high
15353,0.877,0.662,0.227,No,0.849,5,0.137,-17.07,Major,01-01-1965,0.0333,150.097,0.653,1965,2.8,low
4885,0.796,0.487,0.393,No,0.686,8,0.714,-14.029,Major,08-09-1961,0.0394,154.887,0.603,1961,3.2,very low
5027,0.966,0.331,0.266,No,0.711,0,0.499,-12.399,Minor,01-01-1952,0.0445,99.636,0.232,1952,7.3,very low
1644,0.982,0.434,0.115,No,0.54,5,0.0852,-22.175,Major,01-01-1956,0.0492,61.303,0.25,1956,4.3,low
3777,0.952,0.33,0.0968,No,0.862,5,0.113,-14.786,Minor,01-01-1953,0.0308,100.974,0.293,1953,2.8,very low
12869,0.0372,0.566,0.855,No,0.000157,7,0.181,-4.016,Major,18-11-2016,0.211,172.966,0.517,2016,4.1,high
1412,0.342,0.703,0.411,No,0.565,11,0.0895,-13.881,Minor,09-09-1996,0.0346,136.139,0.763,1996,4.5,average
13687,0.564,0.483,0.364,No,0.299,9,0.0542,-10.78,Minor,01-01-1967,0.0265,98.445,0.349,1967,5.8,average
5171,0.801,0.701,0.908,No,0.0444,5,0.12,-8.244,Major,01-01-1965,0.0332,119.293,0.903,1965,3.3,average
12875,0.127,0.637,0.687,No,1.12E-05,9,0.063,-10.664,Major,01-01-1978,0.0306,125.512,0.897,1978,5,low
9607,0.705,0.405,0.869,No,0.196,5,0.0827,-4.852,Minor,01-01-1955,0.097,120.604,0.434,1955,2.9,very low
6155,0.991,0.396,0.0954,No,0.901,8,0.104,-14.469,Major,01-06-1955,0.0347,131.382,0.0477,1955,4.5,very low
8888,0.347,0.545,0.661,No,0.56,7,0.184,-11.14,Minor,06-10-2019,0.035,112.502,0.393,2019,4,very low
11053,0.975,0.452,0.576,No,0.695,5,0.442,-8.022,Minor,01-01-1948,0.0826,98.58,0.753,1948,2.2,very low
7111,0.125,0.6,0.409,No,0.00483,11,0.161,-10.353,Major,15-11-2004,0.0411,131.397,0.47,2004,5.2,average
13738,0.926,0.601,0.414,No,0.919,8,0.34,-12.226,Major,01-01-1953,0.0521,136.978,0.69,1953,2.9,very low
9799,0.0502,0.499,0.775,No,0.806,0,0.15,-5.4,Major,30-10-1989,0.0323,126.923,0.0825,1989,5.4,average
5377,0.0162,0.596,0.657,No,2.14E-05,2,0.1,-10.739,Major,01-01-1979,0.0524,167.625,0.953,1979,2.4,low
112,0.709,0.734,0.49,No,0.00248,1,0.282,-13.218,Minor,16-03-1976,0.0332,109.738,0.867,1976,4.7,average
2981,4.84E-05,0.5,0.899,No,0.000198,4,0.0794,-4.066,Major,01-01-2005,0.0736,130.06,0.566,2005,3.8,high
5480,0.0627,0.704,0.756,No,0,9,0.114,-3.922,Minor,01-10-2013,0.14,136.024,0.447,2013,3.3,average
4555,2.64E-05,0.366,0.847,No,0,8,0.228,-5.216,Major,25-12-2007,0.035,166.17,0.606,2007,4.3,average
5015,0.277,0.783,0.735,No,0,8,0.0986,-6.907,Major,01-01-1993,0.0312,122.833,0.729,1993,4.2,high
13489,0.995,0.546,0.25,No,0.875,8,0.115,-15.203,Minor,31-12-1946,0.337,184.239,0.775,1946,3.1,very low
7493,0.592,0.27,0.596,No,8.73E-06,2,0.987,-9.435,Major,01-11-1976,0.153,149.258,0.413,1976,4.8,low
11409,0.0125,0.575,0.857,Yes,0.00229,4,0.145,-3.961,Major,01-01-1992,0.155,117.413,0.623,1992,4.9,high
3969,0.389,0.605,0.525,No,0,0,0.0621,-8.228,Major,01-01-1986,0.0458,132.648,0.978,1986,2.4,average
6466,0.526,0.849,0.362,No,1.63E-05,2,0.233,-8.585,Major,01-01-2017,0.41,81.143,0.415,2017,4,high
12242,0.00741,0.795,0.551,No,0,2,0.259,-9.238,Major,11-10-1999,0.0657,99.917,0.642,1999,4,average
2058,0.00776,0.777,0.765,No,0.464,11,0.584,-6.355,Minor,31-05-2020,0.15,127.98,0.847,2020,4.2,very low
10188,0.696,0.821,0.44,No,0,3,0.225,-7.378,Major,07-06-2018,0.271,96.563,0.822,2018,2.3,high
15653,0.0169,0.617,0.892,No,0.000202,1,0.224,-3.143,Minor,10-09-2013,0.0489,115.082,0.596,2013,3.5,average
5047,0.0869,0.561,0.945,No,0,9,0.22,-6.086,Major,01-01-1985,0.0444,145.781,0.723,1985,3.8,average
6234,0.256,0.683,0.623,Yes,0,2,0.113,-5.859,Minor,21-03-2016,0.0703,154.058,0.495,2016,3.2,average
2558,0.72,0.669,0.416,No,0,4,0.111,-8.634,Major,22-10-2002,0.0462,161.065,0.801,2002,2.8,average
15495,0.745,0.534,0.0972,No,4.34E-05,9,0.252,-19.164,Minor,16-12-2015,0.0409,127.354,0.0775,2015,4.5,very low
5752,0.0813,0.397,0.466,No,1.15E-05,0,0.0919,-12.035,Major,04-02-1977,0.0471,171.768,0.819,1977,4.9,low
4823,0.643,0.73,0.583,No,0,5,0.269,-7.917,Major,01-01-1998,0.0286,128.359,0.876,1998,3.7,average
3561,0.000384,0.407,0.936,No,0.644,4,0.135,-4.329,Major,09-03-1992,0.0517,135.469,0.735,1992,3.7,low
62,0.853,0.464,0.197,No,0.737,0,0.0654,-22.362,Major,01-01-1961,0.0403,97.31,0.335,1961,8.2,very low
5493,0.656,0.508,0.16,No,1.26E-05,7,0.12,-15.178,Major,01-01-1980,0.0323,121.11,0.513,1980,2.5,low
11995,0.00156,0.531,0.937,No,0.000763,2,0.064,-4.756,Major,04-10-2013,0.0548,170.021,0.618,2013,3.3,average
15025,0.977,0.444,0.204,No,0.00163,9,0.0964,-12.049,Major,28-10-1996,0.0286,140.289,0.169,1996,3.3,low
2627,0.972,0.61,0.156,No,0.00266,10,0.0887,-14.141,Major,01-01-1939,0.0348,122.234,0.512,1939,2.7,very low
5244,0.772,0.619,0.637,No,0.814,7,0.0883,-11.317,Minor,21-05-1971,0.0424,109.856,0.913,1971,4.1,low
15162,0.948,0.632,0.122,No,4.27E-05,10,0.102,-14.128,Major,01-01-1956,0.0384,94.941,0.361,1956,3.5,very low
1973,0.012,0.544,0.69,No,0.0095,6,0.0615,-5.723,Minor,20-08-2008,0.0425,123.962,0.219,2008,4.6,average
906,0.607,0.622,0.211,No,0,6,0.213,-24.255,Major,23-12-1936,0.965,78.187,0.568,1936,2.1,very low
2692,0.861,0.736,0.734,No,0.73,0,0.0951,-4.389,Major,01-01-1955,0.0592,95.201,0.961,1955,2.9,low
1558,0.209,0.607,0.422,Yes,0,10,0.0839,-13.364,Minor,13-02-1996,0.499,130.47,0.563,1996,3.8,high
5079,0.063,0.395,0.46,No,7.97E-06,7,0.221,-7.76,Major,01-01-1980,0.0269,180.838,0.238,1980,2.8,low
7250,0.807,0.416,0.293,No,0.404,2,0.568,-17.238,Major,01-01-1946,0.0415,120.697,0.223,1946,6.7,very low
5306,0.252,0.446,0.314,No,3.34E-05,4,0.356,-14.381,Major,01-01-1996,0.0482,121.262,0.399,1996,4.7,low
9132,0.809,0.693,0.387,No,0,3,0.117,-9.995,Major,01-01-1959,0.0815,100.738,0.56,1959,3.1,average
95,0.833,0.392,0.574,No,0.00179,7,0.145,-9.195,Major,11-12-2020,0.17,81.112,0.529,2020,3.6,very high
3259,0.00289,0.561,0.826,No,0,2,0.432,-5.842,Major,11-10-2011,0.0972,141.98,0.499,2011,3.4,average
8996,0.419,0.62,0.721,No,0,7,0.132,-6.088,Major,01-01-1969,0.0267,104.682,0.924,1969,3.2,low
15398,0.784,0.643,0.35,Yes,0,4,0.102,-5.924,Minor,01-11-2019,0.0783,118.199,0.541,2019,4,high
9049,0.9,0.0676,0.13,No,0.872,4,0.106,-15.592,Minor,07-03-1989,0.0376,65.357,0.039,1989,5.1,low
1450,0.000249,0.34,0.984,No,0,1,0.331,-2.533,Major,01-01-1993,0.0938,187.766,0.613,1993,1.4,average
3577,0.216,0.64,0.649,No,8.30E-05,2,0.0551,-10.345,Major,13-04-1987,0.0264,124.825,0.865,1987,3.7,high
10176,0.863,0.211,0.197,No,7.44E-05,5,0.0891,-11.617,Minor,14-10-2011,0.0336,176.287,0.172,2011,4.3,high
13195,0.966,0.352,0.109,No,0.657,3,0.11,-22.275,Major,01-01-1984,0.0409,121.38,0.318,1984,13.6,low
7110,0.00433,0.344,0.48,No,0.00312,7,0.679,-12.786,Major,13-12-2019,0.0284,174.214,0.221,2019,6.3,low
7193,0.755,0.42,0.398,No,0.000537,6,0.172,-9.13,Minor,01-06-1965,0.0296,88.897,0.364,1965,2.6,high
11884,0.198,0.633,0.735,No,0,7,0.27,-7.236,Major,01-01-2002,0.0305,90.367,0.847,2002,3.2,average
4729,0.0582,0.73,0.921,Yes,0,4,0.0939,-4.928,Minor,21-12-1999,0.0936,94.284,0.47,1999,4.3,average
13130,0.795,0.533,0.411,No,0,5,0.141,-8.341,Minor,10-07-1962,0.0527,114.723,0.732,1962,2.8,very low
13044,0.75,0.589,0.515,No,0.279,3,0.229,-7.593,Major,01-01-1953,0.0346,78.861,0.716,1953,4.2,very low
1007,0.25,0.577,0.843,No,5.93E-05,5,0.0509,-5.833,Major,15-05-1988,0.0332,124.94,0.527,1988,4.4,average
683,0.965,0.191,0.997,No,0.763,3,0.96,-18.39,Major,05-05-2017,0.0408,91.411,1.00E-05,2017,5,high
12218,0.0275,0.416,0.956,No,0.000258,0,0.288,-2.793,Minor,12-12-2015,0.0503,150.034,0.377,2015,3.9,very low
11491,0.0213,0.843,0.847,No,0.815,4,0.356,-8.237,Minor,04-10-2016,0.166,127.991,0.0477,2016,4.5,very low
8,0.171,0.47,0.792,No,1.28E-06,0,0.313,-8.932,Major,24-11-2014,0.26,170.085,0.214,2014,3.6,high
3720,0.00208,0.56,0.716,No,0.00333,7,0.0405,-12.447,Major,01-01-1986,0.0344,132.364,0.723,1986,3.2,average
3236,0.17,0.74,0.703,No,0,9,0.17,-7.663,Major,19-06-2012,0.0543,81.984,0.961,2012,3.1,average
4517,0.906,0.293,0.139,No,0.699,5,0.165,-14.263,Minor,01-01-1951,0.0476,173.536,0.161,1951,7.8,very low
3719,0.0103,0.664,0.642,No,0,7,0.082,-7.694,Major,16-06-2020,0.0372,137,0.949,2020,2.6,very low
15527,0.0117,0.422,0.82,No,7.09E-05,2,0.0984,-10.706,Major,23-07-1971,0.0928,151.52,0.551,1971,4.6,low
15976,0.995,0.372,0.505,No,0.794,11,0.231,-9.38,Major,01-01-1940,0.0406,77.88,0.96,1940,3.2,very low
8320,0.915,0.477,0.219,No,3.27E-06,1,0.103,-12.412,Major,01-01-1956,0.0404,123.861,0.401,1956,2,very low
1938,0.72,0.7,0.577,No,0,7,0.109,-5.328,Minor,04-03-2016,0.03,104.872,0.779,2016,3.4,high
5614,0.389,0.497,0.361,No,0.0285,9,0.0526,-10.593,Major,01-01-1971,0.036,80.151,0.581,1971,3.6,low
3377,0.165,0.739,0.984,No,0.000287,7,0.0294,-4.52,Minor,01-01-1975,0.0829,144.877,0.721,1975,6.9,average
10880,0.731,0.823,0.783,No,0.0233,4,0.176,-7.754,Major,17-10-1984,0.0884,116.233,0.924,1984,3.9,low
8596,0.904,0.304,0.0307,No,0.395,7,0.103,-24.38,Minor,01-11-1957,0.0349,114.143,0.0665,1957,3.9,low
4504,0.225,0.621,0.89,No,0.000582,2,0.174,-7.605,Major,02-11-1969,0.0328,148.417,0.965,1969,2.9,average
12706,0.765,0.572,0.209,No,0,8,0.356,-10.413,Major,20-08-2016,0.0313,80.069,0.446,2016,4.2,high
1359,0.641,0.68,0.447,No,0,7,0.379,-9.689,Major,01-01-1965,0.0439,120.766,0.964,1965,2.3,low
11897,0.476,0.639,0.59,No,2.44E-05,7,0.461,-9.55,Major,18-03-1995,0.256,174.416,0.798,1995,4.4,low
13151,0.674,0.584,0.85,No,0,4,0.646,-7.477,Major,15-11-1960,0.159,124.288,0.536,1960,4.5,very low
395,0.274,0.631,0.547,No,0.000927,6,0.105,-11.439,Major,01-01-2004,0.0321,153.998,0.859,2004,3.7,average
1435,0.138,0.617,0.121,Yes,0,1,0.511,-18.98,Minor,01-01-1940,0.947,74.768,0.786,1940,1.6,very low
15860,0.548,0.657,0.464,No,0,4,0.161,-7.573,Minor,05-11-2002,0.0614,75.982,0.598,2002,3.8,average
7278,0.0014,0.292,0.838,No,0.479,9,0.0953,-4.459,Major,21-03-1977,0.078,159.176,0.423,1977,5.6,high
16204,0.595,0.51,0.542,No,8.22E-05,0,0.158,-9.902,Major,01-01-1962,0.0294,116.984,0.665,1962,2.5,low
6161,0.123,0.723,0.833,Yes,0,7,0.272,-4.879,Major,01-01-2001,0.15,82.741,0.616,2001,4.8,average
12700,0.861,0.623,0.443,No,0,3,0.192,-12.175,Major,01-07-1962,0.0444,77.615,0.961,1962,2.2,low
13498,0.0626,0.704,0.628,No,1.49E-06,10,0.103,-7.882,Minor,25-09-2015,0.162,92.005,0.654,2015,3.3,high
915,0.99,0.357,0.109,No,4.04E-05,0,0.0817,-20.655,Minor,01-01-1928,0.0405,63.759,0.207,1928,2.9,very low
4440,0.925,0.338,0.271,No,0.00204,5,0.328,-16.576,Major,01-01-1952,0.072,79.78,0.135,1952,4.3,very low
428,0.0129,0.595,0.804,No,1.97E-05,7,0.299,-7.911,Minor,23-07-1996,0.0326,89.846,0.586,1996,5.7,high
6752,0.745,0.87,0.386,Yes,0.00013,7,0.122,-7.843,Minor,09-12-2016,0.0684,119.91,0.642,2016,3.2,high
14951,0.994,0.771,0.334,No,0.631,1,0.107,-8.664,Major,31-12-1943,0.262,98.859,0.855,1943,2.9,very low
6905,0.038,0.793,0.634,No,1.76E-06,7,0.304,-4.807,Major,27-10-2014,0.0324,117.023,0.615,2014,3.5,average
15945,0.99,0.342,0.229,No,0.918,7,0.12,-23.489,Minor,01-01-1945,0.0353,89.693,0.534,1945,1.1,very low
13255,0.969,0.802,0.196,No,1.47E-06,2,0.137,-13.759,Major,01-01-1948,0.0821,123.648,0.43,1948,3.3,very low
3083,0.568,0.673,0.52,No,0.0459,0,0.131,-10.971,Major,16-01-1970,0.0507,147.464,0.965,1970,2.4,low
14566,0.00152,0.629,0.787,No,0.359,5,0.209,-8.399,Minor,16-11-2007,0.0646,125.998,0.581,2007,5.7,average
8802,0.776,0.791,0.677,No,0.00121,5,0.224,-9.724,Major,12-08-1986,0.0356,110.64,0.876,1986,5.8,high
8792,0.43,0.764,0.622,Yes,0,11,0.144,-6.355,Minor,01-01-2003,0.249,161.486,0.671,2003,4.2,low
11480,0.067,0.704,0.38,No,2.96E-06,10,0.0765,-12.16,Major,01-01-1976,0.423,76.298,0.711,1976,2.8,average
5197,0.991,0.707,0.221,No,0.000623,7,0.304,-13.917,Major,01-01-1935,0.0455,112.8,0.458,1935,3,very low
5427,0.0721,0.424,0.378,No,0.0739,0,0.17,-11.356,Major,02-04-1974,0.0402,143.951,0.06,1974,4.6,average
15832,0.0249,0.384,0.733,No,2.61E-05,7,0.114,-6.522,Major,16-04-2016,0.0318,137.834,0.314,2016,4.1,high
3426,0.17,0.842,0.549,No,0.00122,5,0.0804,-10.857,Minor,01-01-1982,0.0447,96.566,0.967,1982,4.5,average
9914,0.864,0.54,0.361,No,1.32E-05,1,0.0898,-10.423,Major,01-01-1968,0.0362,155.993,0.456,1968,3.1,low
6209,0.0675,0.831,0.734,No,7.77E-05,1,0.0903,-8.12,Major,01-01-1989,0.0279,109.048,0.971,1989,3.9,low
8741,0.412,0.834,0.472,No,6.76E-05,5,0.0836,-7.777,Minor,27-04-2017,0.0873,107.014,0.517,2017,4.1,high
1472,0.497,0.87,0.637,Yes,3.15E-05,5,0.205,-8.368,Minor,02-08-2019,0.0614,120.99,0.78,2019,3.2,high
4665,0.808,0.613,0.143,No,0,0,0.151,-15.035,Minor,11-11-1957,0.0377,109.762,0.434,1957,2.4,very low
6132,0.381,0.423,0.456,Yes,0.016,2,0.12,-8.45,Minor,21-07-2017,0.0579,112.984,0.148,2017,3.7,high
1464,0.993,0.431,0.124,No,0.143,7,0.185,-15.962,Major,30-05-1942,0.0464,65.282,0.274,1942,3.5,very low
5579,0.216,0.466,0.575,No,0.297,11,0.199,-9.85,Minor,01-06-1999,0.0369,127.533,0.373,1999,4.1,average
2903,0.266,0.844,0.687,No,0.0309,7,0.0975,-9.404,Minor,02-11-1981,0.0569,137.377,0.875,1981,3.1,low
15750,0.994,0.236,0.497,No,0.938,3,0.148,-19.702,Minor,27-05-2016,0.0863,63.582,0.037,2016,6.1,very low
4839,0.164,0.676,0.32,No,0.85,8,0.916,-18.348,Major,08-09-1961,0.0604,132.376,0.629,1961,4.8,very low
7771,0.753,0.569,0.546,No,4.07E-05,5,0.379,-9.303,Major,01-01-1962,0.0435,121.08,0.603,1962,6.9,very low
7766,0.254,0.824,0.62,No,0,0,0.18,-7.051,Major,01-01-2001,0.085,114.495,0.96,2001,2.8,average
7175,0.0622,0.596,0.66,No,0,0,0.256,-12.624,Major,11-04-1972,0.047,178.077,0.926,1972,2.9,low
5382,0.0307,0.573,0.861,No,0.000439,0,0.364,-7.188,Major,11-02-2008,0.0354,102.3,0.902,2008,2.5,very low
4101,0.927,0.58,0.33,No,0.000149,7,0.206,-14.321,Major,01-06-1986,0.028,105.107,0.403,1986,2.9,low
5937,0.962,0.456,0.105,No,0.000363,7,0.591,-15.967,Major,01-01-1942,0.0501,103.056,0.227,1942,3.2,very low
